sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
masculino;comercio;comidasrapidas;barrio caicedo;1;9;2018-06-13;3000000;microempresarial
masculino;industria;fabricade;cabecera san cristobal;1;60;2017-12-22;7300000;microempresarial
femenino;comercio;variedades;picacho;1;6;2018-05-30;7000000;microempresarial
femenino;industria;fabricade;kennedy;2;6;2018-10-31;5500000;microempresarial
femenino;comercio;comidasrapidas;blanquizal;1;13;2016-08-10;6000000;microempresarial
masculino;comercio;variedades;santo domingo savio ;1;1;2017-11-02;7300000;microempresarial
femenino;comercio;papeleria;robledo;2;7;2019-02-13;6000000;microempresarial
femenino;comercio;variedades;el salvador;3;9;2018-01-17;7800000;microempresarial
femenino;industria;fabricade;robledo;2;7;2017-02-16;7000000;microempresarial
femenino;industria;fabricadealimentos;la francia;2;2;2016-06-03;4000000;microempresarial
masculino;servicio;comidasrapidas;robledo;2;7;2016-04-21;3500000;microempresarial
masculino;comercio;fabricadealimentos;san diego;2;10;2016-09-06;6840000;microempresarial
femenino;comercio;comidasrapidas;alfonso lopez;3;5;2017-03-02;7377000;microempresarial
femenino;comercio;variedades;boston;2;10;2017-03-02;7000000;microempresarial
femenino;servicio;montallantas;manrique oriental;2;3;2018-03-20;7800000;microempresarial
masculino;comercio;fabricadealimentos;popular;2;1;2018-12-17;7800000;microempresarial
masculino;comercio;tienda;san javier no.1;2;13;2018-02-15;5000000;microempresarial
masculino;comercio;miscelanea;cabecera san antonio ;3;80;2017-03-03;5000000;microempresarial
femenino;comercio;tienda;las palmas;2;10;2016-07-14;6000000;microempresarial
femenino;industria;fabricadecalzado;enciso;1;8;2019-02-28;1500000;microempresarial
femenino;servicio;jardineria;manrique central no. 1;2;4;2018-11-14;4000000;microempresarial
masculino;comercio;variedades;picacho;1;6;2017-07-12;7370000;microempresarial
femenino;comercio;almacenderopaen;cabecera san cristobal;3;60;2017-05-26;7000000;microempresarial
femenino;industria;fabricade;belencito;2;13;2016-07-06;6890000;microempresarial
femenino;industria;fabricade;andalucia;2;2;2017-07-18;7370000;microempresarial
femenino;comercio;variedades;florencia;3;5;2018-06-05;1500000;microempresarial
femenino;comercio;comidasrapidas;santa cruz;2;2;2018-08-02;3000000;microempresarial
femenino;comercio;variedades;villa hermosa;3;8;2018-12-12;3000000;microempresarial
masculino;comercio;fabricadealimentos;robledo;2;7;2018-07-17;4000000;microempresarial
femenino;industria;fabricade;doce de octubre no.1;2;6;2016-11-24;6000000;microempresarial
femenino;comercio;cafeteria;las palmas;3;10;2017-06-29;5000000;microempresarial
masculino;comercio;comidasrapidas;manrique central no. 1;2;4;2017-02-07;7100000;microempresarial
masculino;comercio;distribuidorade;trinidad;3;15;2019-04-29;8281000;microempresarial
femenino;servicio;peluqueria;llanaditas;1;8;2017-08-11;7370000;microempresarial
masculino;servicio;fabricade;guayabal;3;15;2016-01-14;6800000;microempresarial
masculino;comercio;comidasrapidas;granizal;2;1;2019-05-23;6500000;microempresarial
masculino;comercio;variedades;robledo;2;7;2017-08-28;7377000;microempresarial
femenino;comercio;variedades;aranjuez;3;4;2017-07-14;7000000;microempresarial
femenino;servicio;peluqueria;santo domingo savio ;2;1;2018-11-07;4000000;microempresarial
masculino;comercio;legumbreria;robledo;2;7;2017-07-14;4000000;microempresarial
masculino;comercio;variedades;cabecera san antonio ;3;80;2017-06-30;7300000;microempresarial
masculino;servicio;cafeeinternet;popular;2;1;2017-07-04;5000000;microempresarial
femenino;servicio;variedades;francisco antonio zea;2;5;2016-09-21;68400000;microempresarial
masculino;comercio;tienda;llanaditas;1;8;2019-03-13;8280000;microempresarial
femenino;servicio;peluqueria;lopez de mesa;3;7;2018-07-09;2200000;microempresarial
femenino;industria;fabricade;robledo;2;7;2017-08-22;7300000;microempresarial
femenino;comercio;variedades;san isidro;3;4;2018-03-21;7000000;microempresarial
femenino;comercio;fotografia;buenos aires;3;9;2019-03-26;1500000;microempresarial
masculino;comercio;tienda;robledo;2;7;2018-10-26;4000000;microempresarial
femenino;industria;fabricade;la oculta;2;80;2017-05-26;7377000;microempresarial
masculino;servicio;variedades;robledo;1;7;2017-08-23;7300000;microempresarial
femenino;industria;fabricade;la floresta;3;12;2018-05-28;5000000;microempresarial
femenino;comercio;tienda;robledo;2;7;2018-01-26;7800000;microempresarial
femenino;comercio;fabricade;la milagrosa;2;9;2018-05-10;7800000;microempresarial
femenino;comercio;almacenderopaen;enciso;3;8;2017-08-09;7000000;microempresarial
femenino;industria;fabricade;la loma;3;60;2018-05-30;7800000;microempresarial
masculino;servicio;cafeeinternet;robledo;2;7;2018-02-07;7800000;microempresarial
masculino;comercio;tiendanaturista;andalucia;2;2;2018-02-06;4000000;microempresarial
masculino;servicio;barberia;castilla;3;5;2019-01-29;4000000;microempresarial
femenino;servicio;panaderia;manrique central no. 1;2;4;2017-04-19;7300000;microempresarial
femenino;comercio;fabricadeproductos;san javier no.1;3;13;2017-04-24;7000000;microempresarial
femenino;industria;fabricade;robledo;3;7;2016-04-21;5000000;microempresarial
femenino;comercio;variedades;moravia;2;4;2017-09-29;4400000;microempresarial
masculino;comercio;variedades;andalucia;2;2;2018-06-06;7800000;microempresarial
femenino;comercio;variedades;miranda;2;4;2017-07-31;7000000;microempresarial
femenino;servicio;barberia;manrique central no. 1;2;4;2018-09-24;5000000;microempresarial
masculino;servicio;variedades;cabecera san cristobal;2;60;2018-04-19;5000000;microempresarial
femenino;comercio;distribuidorade;villa hermosa;3;8;2017-11-14;6000000;microempresarial
femenino;industria;fabricade;blanquizal;1;13;2019-05-13;1500000;microempresarial
femenino;comercio;tiendadehelados;enciso;2;8;2017-05-31;7300000;microempresarial
femenino;comercio;variedades;andalucia;2;2;2018-11-15;7800000;microempresarial
masculino;industria;panaderia;villa del socorro;2;2;2018-07-16;7000000;microempresarial
masculino;servicio;variedades;la ladera;3;8;2017-10-31;5000000;microempresarial
femenino;comercio;variedades;aranjuez;2;4;2018-03-13;1200000;microempresarial
masculino;industria;fabricade;la milagrosa;2;9;2018-06-27;7800000;microempresarial
masculino;comercio;tienda;villa hermosa;3;8;2017-02-10;1500000;microempresarial
masculino;comercio;variedades;santa cruz;2;2;2018-04-27;78000000;microempresarial
femenino;industria;fabricade;cabecera san cristobal;2;60;2017-11-01;7300000;microempresarial
masculino;comercio;alquilerdepeliculas;la candelaria;3;10;2018-11-19;6500000;microempresarial
femenino;comercio;comidasrapidas;campo valdes no. 1;3;4;2018-08-23;3000000;microempresarial
masculino;industria;fabricade;manrique central no. 1;3;4;2018-11-29;3000000;microempresarial
femenino;comercio;variedades;buenos aires;2;9;2018-01-10;6000000;microempresarial
femenino;industria;fabricade;villa niza;2;2;2016-10-10;5000000;microempresarial
femenino;servicio;almacenderopaen;santander;2;6;2019-05-13;6000000;microempresarial
masculino;industria;fabricade;barrio caicedo;2;9;2017-08-04;6000000;microempresarial
femenino;comercio;variedades;cabecera san cristobal;2;60;2018-11-06;2000000;microempresarial
femenino;comercio;restaurante;villa hermosa;3;8;2018-07-26;7000000;microempresarial
femenino;comercio;restaurante;el vergel;3;80;2018-06-12;7800000;microempresarial
masculino;servicio;fabricadealimentos;belen;2;16;2016-10-21;6800000;microempresarial
masculino;industria;marroquineria;enciso;1;8;2016-11-08;6890000;microempresarial
femenino;comercio;variedades;villatina;2;8;2018-10-26;4000000;microempresarial
femenino;servicio;comidasrapidas;enciso;2;8;2018-03-12;5000000;microempresarial
masculino;servicio;comidasrapidas;las palmas;3;10;2016-07-12;6000000;microempresarial
femenino;comercio;comidasrapidas;el salvador;3;9;2018-05-23;7800000;microempresarial
femenino;comercio;tienda;castilla;3;5;2017-07-17;30000000;microempresarial
femenino;comercio;comidasrapidas;santo domingo savio ;1;1;2018-06-05;7000000;microempresarial
masculino;servicio;comidasrapidas;belen;3;16;2016-03-29;4000000;microempresarial
femenino;comercio;legumbreria;la floresta;3;12;2017-10-11;5000000;microempresarial
femenino;comercio;almacenderopaen;manrique oriental;2;3;2018-10-29;4000000;microempresarial
femenino;comercio;comidasrapidas;doce de octubre no.1;2;6;2016-08-09;6890000;microempresarial
masculino;industria;fabricade;palermo;2;4;2016-06-28;3000000;microempresarial
femenino;servicio;tallerdemecanica;santo domingo savio ;1;1;2017-10-12;7000000;microempresarial
femenino;comercio;variedades;san jose de la cima no. ;1;3;2016-08-24;6000000;microempresarial
masculino;comercio;comidasrapidas;lopez de mesa;3;7;2018-10-30;6500000;microempresarial
masculino;agropecuaria;productosdebelleza;santa elena central;1;90;2018-05-16;800000;microempresarial
masculino;comercio;variedades;san javier no.1;2;13;2018-07-25;6000000;microempresarial
femenino;industria;fabricade;santa cruz;2;2;2019-05-29;6000000;microempresarial
femenino;comercio;papeleria;villa hermosa;2;8;2018-01-19;4500000;microempresarial
femenino;industria;fabricade;carpinelo;1;1;2017-04-03;7377000;microempresarial
femenino;comercio;legumbreria;robledo;1;7;2016-04-06;4000000;microempresarial
femenino;industria;fabricade;la floresta;3;12;2018-03-01;4000000;microempresarial
femenino;comercio;variedades;buenos aires;2;9;2017-07-28;4000000;microempresarial
femenino;servicio;comidasrapidas;la milagrosa;3;9;2018-02-01;1500000;microempresarial
femenino;servicio;comidasrapidas;manrique central no. 1;2;4;2017-08-22;3000000;microempresarial
femenino;industria;fabricade;juan xxiii la quiebra;1;13;2016-11-03;6800000;microempresarial
masculino;industria;fabricade;la floresta;3;12;2018-07-30;7800000;microempresarial
femenino;industria;fabricadeproductos;el vergel;2;80;2016-09-21;6800000;microempresarial
masculino;comercio;fabricadealimentos;kennedy;2;6;2016-09-21;3000000;microempresarial
masculino;comercio;drogueria;la candelaria;2;10;2016-09-22;28000000;empresarialed
femenino;comercio;almacenderopaen;buenos aires;3;9;2018-05-02;7000000;microempresarial
masculino;comercio;tienda;la milagrosa;2;9;2018-05-21;7000000;microempresarial
femenino;industria;fabricade;santo domingo savio ;1;1;2016-09-26;5000000;microempresarial
femenino;comercio;charcuteria;llanaditas;1;8;2016-11-01;6890000;microempresarial
masculino;comercio;barberia;versalles no. 1;2;3;2017-04-04;7370000;microempresarial
femenino;industria;fabricade;belen;2;16;2016-11-16;6890000;microempresarial
femenino;comercio;tienda;robledo;3;7;2017-05-19;7377000;microempresarial
masculino;agropecuaria;criaderodeanimales;cabecera san cristobal;2;60;2019-03-20;3000000;agropecuaria
masculino;industria;fabricade;san german;2;7;2017-04-25;7000000;microempresarial
femenino;comercio;tienda;santander;2;6;2018-11-09;7800000;microempresarial
femenino;industria;fabricadecalzado;girardot;3;5;2017-10-12;7000000;microempresarial
femenino;comercio;comidasrapidas;el salvador;3;9;2018-11-08;5000000;microempresarial
femenino;comercio;comidasrapidas;santo domingo savio ;2;1;2018-08-16;5000000;microempresarial
femenino;industria;criaderodeanimales;santo domingo savio ;1;1;2017-10-20;3000000;microempresarial
femenino;comercio;charcuteria;robledo;2;7;2018-05-22;7800000;microempresarial
femenino;comercio;variedades;doce de octubre no.1;2;6;2018-04-19;5000000;microempresarial
femenino;industria;fabricadealimentos;campo valdes no. 1;3;4;2017-10-11;7377000;microempresarial
femenino;comercio;cafeteria;moravia;2;4;2018-04-06;7800000;microempresarial
masculino;servicio;mantenimientoen;robledo;2;7;2018-05-25;7800000;microempresarial
masculino;comercio;variedades;san diego;3;10;2017-10-23;6000000;microempresarial
femenino;industria;fabricade;castilla;3;5;2019-04-25;6500000;microempresarial
femenino;comercio;lenceriaparael;san javier no.1;3;13;2017-09-04;7300000;microempresarial
femenino;industria;fabricade;aranjuez;2;4;2018-03-06;5000000;microempresarial
femenino;servicio;peluqueria;enciso;2;8;2018-09-05;5000000;microempresarial
masculino;servicio;peluqueria;la milagrosa;2;9;2016-08-29;5600000;microempresarial
femenino;comercio;variedades;villatina;2;8;2017-12-05;7370000;microempresarial
masculino;servicio;comidasrapidas;aranjuez;3;4;2017-06-21;5000000;microempresarial
femenino;comercio;comidasrapidas;prado;2;10;2018-05-23;6000000;microempresarial
masculino;comercio;variedades;la candelaria;2;10;2017-10-02;1000000;microempresarial
femenino;industria;fabricade;castilla;2;5;2017-09-05;7000000;microempresarial
femenino;servicio;peluqueria;buenos aires;3;9;2016-08-10;6890000;microempresarial
femenino;comercio;variedades;villa del socorro;2;2;2018-10-24;4000000;microempresarial
masculino;comercio;comidasrapidas;andalucia;2;2;2017-04-07;7377000;microempresarial
femenino;comercio;charcuteria;robledo;2;7;2019-02-05;8281000;microempresarial
femenino;comercio;comidasrapidas;santa cruz;2;2;2018-12-19;6500000;microempresarial
femenino;comercio;comidasrapidas;cabecera san antonio ;3;80;2017-09-19;5000000;microempresarial
femenino;comercio;tienda;belalcazar;2;5;2018-03-15;4000000;microempresarial
femenino;comercio;cafeeinternet;robledo;2;7;2017-04-21;6000000;microempresarial
masculino;servicio;comidasrapidas;belen;3;16;2017-09-21;4000000;microempresarial
femenino;comercio;tienda;enciso;1;8;2017-11-29;7300000;microempresarial
femenino;comercio;variedades;la sierra;2;8;2017-07-06;7000000;microempresarial
femenino;comercio;comidasrapidas;pedregal;3;6;2018-02-05;5000000;microempresarial
femenino;comercio;comidasrapidas;enciso;1;8;2017-02-22;5000000;microempresarial
femenino;servicio;peluqueria;villa hermosa;3;8;2016-06-15;6000000;microempresarial
femenino;comercio;tienda;cabecera san antonio ;2;80;2017-08-03;4000000;microempresarial
femenino;industria;fabricade;robledo;2;7;2017-05-03;7300000;microempresarial
masculino;servicio;barberia;barrio caicedo;2;9;2016-09-27;6890000;microempresarial
femenino;comercio;almacenderopaen;doce de octubre no.1;2;6;2017-09-08;6500000;microempresarial
femenino;comercio;variedades;cabecera san antonio ;3;80;2017-09-15;7000000;microempresarial
masculino;comercio;tienda;santo domingo savio ;2;1;2017-03-27;7000000;microempresarial
femenino;servicio;papeleria;la loma;2;60;2016-07-25;5500000;microempresarial
femenino;comercio;almacenderopaen;picacho;1;6;2018-11-15;7812000;microempresarial
femenino;comercio;peluqueria;manrique central no. 2;2;3;2018-04-10;4000000;microempresarial
femenino;comercio;tiendanaturista;robledo;2;7;2017-10-06;7300000;microempresarial
masculino;comercio;comidasrapidas;bel¿n;2;16;2016-02-01;1500000;microempresarial
masculino;industria;fabricade;enciso;1;8;2017-07-11;7300000;microempresarial
masculino;servicio;comidasrapidas;castilla;2;5;2019-05-22;2000000;microempresarial
femenino;comercio;fabricadecalzado;barrio caicedo;2;9;2017-02-27;4000000;microempresarial
femenino;comercio;variedades;llanaditas;1;8;2018-11-15;2500000;microempresarial
femenino;comercio;variedades;manrique central no. 2;2;3;2018-04-19;5000000;microempresarial
femenino;industria;fabricade;pablo vi;2;2;2018-10-11;5500000;microempresarial
femenino;industria;fabricade;belen;3;16;2016-11-09;6890000;microempresarial
femenino;comercio;tienda;san javier no.1;2;13;2018-11-07;7000000;microempresarial
femenino;servicio;papeleria;manrique central no. 1;2;4;2017-03-08;4000000;microempresarial
masculino;industria;fabricaderepuestos;francisco antonio zea;3;5;2017-09-12;6000000;microempresarial
masculino;comercio;tienda;castilla;3;5;2019-01-18;2000000;microempresarial
masculino;servicio;fotografia;belen;3;16;2016-07-25;6000000;microempresarial
masculino;comercio;drogueria;el progreso no.2;2;6;2018-01-18;7500000;microempresarial
femenino;comercio;panaderia;la pradera;1;13;2019-01-18;7800000;microempresarial
masculino;industria;fabricade;la milagrosa;2;9;2018-02-06;7000000;microempresarial
masculino;servicio;variedades;granizal;2;1;2017-07-21;7370000;microempresarial
femenino;servicio;peluqueria;san diego;2;10;2016-09-21;6890000;microempresarial
femenino;comercio;variedades;robledo;2;7;2018-05-04;800000;microempresarial
femenino;servicio;peluqueria;granizal;2;1;2017-03-22;5300000;microempresarial
femenino;servicio;peluqueria;moravia;2;4;2017-02-07;7300000;microempresarial
masculino;agropecuaria;criaderodeanimales;cabecera san antonio ;3;80;2019-04-11;8000000;microempresarial
femenino;agropecuaria;variedades;robledo;2;7;2016-03-08;4000000;microempresarial
masculino;comercio;almacenderopaen;castilla;2;5;2016-11-04;3000000;microempresarial
masculino;comercio;peluqueria;manrique central no. 1;3;4;2017-11-21;7377000;microempresarial
femenino;comercio;variedades;castilla;3;5;2016-11-08;6890000;microempresarial
femenino;servicio;comidasrapidas;cordoba;2;7;2016-10-25;4000000;microempresarial
femenino;industria;fabricade;aranjuez;1;4;2018-06-15;7800000;microempresarial
femenino;comercio;legumbreria;20 de julio;1;13;2018-11-06;5000000;microempresarial
masculino;comercio;almacenderopaen;santander;2;6;2017-09-13;7000000;microempresarial
femenino;servicio;peluqueria;cabecera san cristobal;3;60;2016-06-28;4000000;microempresarial
femenino;comercio;comidasrapidas;manrique oriental;1;3;2016-11-24;6000000;microempresarial
masculino;industria;marroquineria;villatina;1;8;2017-02-21;5000000;microempresarial
femenino;industria;fabricadecalzado;aranjuez;3;4;2016-12-20;6890000;microempresarial
femenino;comercio;tienda;enciso;2;8;2018-05-30;5000000;microempresarial
femenino;comercio;variedades;prado;3;10;2016-04-21;3000000;microempresarial
masculino;comercio;comidasrapidas;belen;2;16;2018-04-30;4500000;microempresarial
femenino;comercio;fabricadealimentos;blanquizal;1;13;2018-09-24;3000000;microempresarial
masculino;industria;fabricade;lopez de mesa;3;7;2017-05-15;7000000;microempresarial
femenino;industria;fabricadealimentos;villa hermosa;3;8;2019-03-28;4000000;microempresarial
masculino;industria;fabricade;campo valdes no. 2;1;3;2018-07-06;7000000;microempresarial
femenino;comercio;variedades;manrique oriental;2;3;2018-04-03;2000000;microempresarial
femenino;industria;tienda;santa cruz;2;2;2016-06-29;5000000;microempresarial
masculino;comercio;joyeria;manrique central no. 2;3;3;2016-05-12;5000000;microempresarial
masculino;comercio;variedades;manrique central no. 2;2;3;2016-04-14;6850000;microempresarial
masculino;comercio;cafeeinternet;la milagrosa;3;9;2019-05-20;8200000;microempresarial
masculino;comercio;ventadecalzado;andalucia;2;2;2016-07-14;6890000;microempresarial
femenino;industria;fabricade;castilla;2;5;2018-09-03;7800000;microempresarial
masculino;servicio;tallerdemecanica;castilla;3;5;2016-07-12;6890000;microempresarial
masculino;comercio;almacenderopaen;alfonso lopez;3;5;2017-08-23;7300000;microempresarial
masculino;servicio;fabricade;boston;3;10;2017-04-19;7370000;microempresarial
masculino;servicio;tienda;villa niza;2;2;2018-05-09;7000000;microempresarial
femenino;industria;fabricade;manrique oriental;3;3;2017-12-06;1500000;microempresarial
masculino;servicio;tallerdeelectronica;manrique oriental;2;3;2017-11-29;7300000;microempresarial
femenino;industria;variedades;cabecera san antonio ;2;80;2018-06-21;6000000;microempresarial
femenino;comercio;variedades;san pablo;1;1;2016-08-09;3000000;microempresarial
femenino;industria;fabricade;san javier no.1;1;13;2018-05-17;7000000;microempresarial
femenino;industria;fabricade;castilla;3;5;2018-11-27;2000000;microempresarial
masculino;industria;ebanistaria;santa cruz;1;2;2018-09-18;5000000;microempresarial
femenino;comercio;variedades;cordoba;3;7;2018-02-21;7000000;microempresarial
masculino;comercio;variedades;el salvador;3;9;2018-12-12;7800000;microempresarial
masculino;servicio;barberia;popular;2;1;2018-05-21;3000000;microempresarial
masculino;comercio;tiendanaturista;buenos aires;3;9;2016-07-13;6400000;microempresarial
femenino;servicio;peluqueria;cabecera san antonio ;3;80;2018-05-23;5000000;microempresarial
femenino;comercio;variedades;pedregal;1;6;2017-08-29;4400000;microempresarial
femenino;industria;fabricade;san javier no.1;1;13;2016-06-22;6800000;microempresarial
masculino;servicio;recreativoeducativo;campo valdes no. 1;3;4;2016-12-07;5000000;microempresarial
masculino;comercio;almacenderopaen;popular;2;1;2018-08-14;7800000;microempresarial
femenino;servicio;panaderia;manrique central no. 2;3;3;2017-04-03;6000000;microempresarial
masculino;comercio;variedades;girardot;3;5;2018-03-09;2000000;microempresarial
masculino;comercio;distribuidorade;manrique central no. 2;2;3;2016-09-13;6890000;microempresarial
masculino;servicio;gimnasio;cabecera san antonio ;3;80;2016-09-06;28200000;empresarialed
femenino;comercio;variedades;juan xxiii la quiebra;2;13;2018-03-16;7800000;microempresarial
femenino;industria;fabricade;cabecera san antonio ;3;80;2019-06-13;6750000;microempresarial
femenino;comercio;miscelanea;tejelo;3;5;2018-07-10;7800000;microempresarial
femenino;industria;fabricade;20 de julio;2;13;2016-06-24;6800000;microempresarial
masculino;agropecuaria;floristeria;cabecera san cristobal;2;60;2017-03-07;7377000;microempresarial
femenino;industria;fabricade;el salado ;1;80;2016-08-19;6300000;microempresarial
femenino;comercio;variedades;picacho;1;6;2018-05-18;5000000;microempresarial
femenino;industria;fabricade;manrique central no. 1;2;4;2016-11-08;6890000;microempresarial
femenino;industria;fabricade;robledo;1;7;2016-07-27;3000000;microempresarial
femenino;comercio;tienda;popular;2;1;2016-08-04;4000000;microempresarial
femenino;comercio;tiendadehelados;enciso;3;8;2017-06-14;7300000;microempresarial
masculino;agropecuaria;sembrados;santa elena central;2;90;2018-02-26;3200000;microempresarial
femenino;servicio;barberia;robledo;2;7;2018-02-02;7000000;microempresarial
femenino;comercio;fabricademuebles;robledo;1;7;2018-12-07;7800000;microempresarial
femenino;industria;fabricade;cabecera san antonio ;1;80;2018-10-03;6000000;microempresarial
masculino;comercio;legumbreria;santo domingo savio ;1;1;2016-04-15;4000000;microempresarial
femenino;industria;fabricade;san javier no.1;2;13;2017-11-20;2800000;microempresarial
femenino;industria;fabricade;enciso;2;8;2017-03-01;4600000;microempresarial
femenino;comercio;almacenderopaen;alfonso lopez;3;5;2018-05-29;4500000;microempresarial
masculino;industria;fabricade;sevilla;3;4;2017-10-06;7377000;microempresarial
femenino;comercio;tienda;cabecera san cristobal;1;60;2016-10-04;4000000;microempresarial
masculino;agropecuaria;criaderodeanimales;manrique central no. 1;1;4;2017-08-04;7000000;microempresarial
femenino;comercio;tienda;manrique oriental;2;3;2019-06-19;82000000;microempresarial
femenino;industria;fabricade;florencia;3;5;2017-02-10;7000000;microempresarial
femenino;comercio;almacenderopaen;manrique central no. 1;2;4;2016-09-16;6890000;microempresarial
femenino;comercio;miscelanea;lopez de mesa;3;7;2017-06-06;2000000;microempresarial
femenino;comercio;comidasrapidas;granizal;2;1;2018-09-14;4000000;microempresarial
femenino;comercio;licorera;guayabal;2;15;2019-01-30;5000000;microempresarial
femenino;comercio;tienda;san javier no.1;1;13;2018-12-03;2000000;microempresarial
masculino;servicio;fabricadecolchones;robledo;2;7;2018-10-11;7800000;microempresarial
masculino;comercio;barberia;enciso;2;8;2017-04-21;6000000;microempresarial
femenino;servicio;restaurante;llanaditas;1;8;2016-10-03;4000000;microempresarial
femenino;comercio;bares;manrique central no. 1;2;4;2017-11-27;7300000;microempresarial
femenino;comercio;variedades;picacho;1;6;2017-12-20;7300000;microempresarial
femenino;comercio;tienda;barrio caicedo;2;9;2018-09-04;2500000;microempresarial
femenino;comercio;variedades;barrio caicedo;1;9;2018-09-26;1600000;microempresarial
masculino;comercio;variedades;manrique oriental;2;3;2018-04-16;7800000;microempresarial
masculino;comercio;tienda;aranjuez;3;4;2017-08-23;7370000;microempresarial
femenino;servicio;peluqueria;popular;2;1;2018-10-24;7800000;microempresarial
masculino;servicio;servicios;robledo;2;7;2019-02-11;7800000;microempresarial
masculino;servicio;mensajeria;cabecera san cristobal;2;60;2018-09-11;7800000;microempresarial
femenino;comercio;peluqueria;pedregal;3;6;2017-06-08;7000000;microempresarial
femenino;industria;variedades;santa lucia;3;12;2018-04-23;7800000;microempresarial
femenino;comercio;comidasrapidas;el pinal;1;8;2018-10-03;3000000;microempresarial
femenino;servicio;cafeeinternet;villa hermosa;3;8;2018-08-23;7800000;microempresarial
femenino;industria;fabricade;juan xxiii la quiebra;1;13;2018-03-01;5500000;microempresarial
femenino;servicio;restaurante;villa hermosa;1;8;2016-10-04;4130000;microempresarial
masculino;industria;fabricade;robledo;2;7;2018-11-20;5000000;microempresarial
femenino;servicio;peluqueria;villatina;1;8;2017-10-04;2000000;microempresarial
femenino;comercio;variedades;santa cruz;2;2;2017-06-13;4000000;microempresarial
masculino;industria;fabricade;buenos aires;2;9;2018-04-26;7800000;microempresarial
femenino;comercio;legumbreria;robledo;2;7;2018-09-05;3000000;microempresarial
masculino;comercio;tienda;san diego;2;10;2018-08-14;6000000;microempresarial
femenino;comercio;charcuteria;robledo;2;7;2016-03-29;6000000;microempresarial
masculino;comercio;sembrados;cabecera san cristobal;2;60;2017-09-12;1500000;microempresarial
masculino;comercio;comidasrapidas;aranjuez;2;4;2017-06-16;7377000;microempresarial
femenino;comercio;comidasrapidas;campo valdes no. 1;3;4;2017-10-09;7370000;microempresarial
femenino;industria;variedades;robledo;2;7;2018-10-11;7812000;microempresarial
masculino;industria;fabricadecolchones;enciso;2;8;2018-04-19;7000000;microempresarial
femenino;servicio;mantenimientoen;granizal;1;1;2018-01-25;2000000;microempresarial
femenino;comercio;almacenderopaen;la loma;2;60;2016-08-24;3000000;microempresarial
masculino;industria;cafeteria;belen;2;16;2018-09-26;3000000;microempresarial
masculino;comercio;panaderia;belen;2;16;2017-01-26;5000000;microempresarial
femenino;comercio;comidasrapidas;robledo;2;7;2018-06-19;7500000;microempresarial
femenino;comercio;fabricadealimentos;manrique oriental;2;3;2018-03-15;7000000;microempresarial
masculino;industria;fabricade;santa cruz;2;2;2018-06-18;2000000;microempresarial
masculino;comercio;variedades;robledo;1;7;2017-09-19;4000000;microempresarial
masculino;comercio;comidasrapidas;cabecera san cristobal;1;60;2018-05-23;782000;microempresarial
masculino;servicio;variedades;buenos aires;2;9;2018-05-02;6000000;microempresarial
femenino;industria;fabricade;aranjuez;2;4;2017-07-17;3500000;microempresarial
masculino;servicio;recreativoeducativo;guayabal;2;15;2017-01-13;16200000;juridicaycapsemilla
femenino;servicio;fotografia;cabecera san cristobal;2;60;2018-05-29;7800000;microempresarial
masculino;comercio;restaurante;olaya herrera;1;7;2018-07-19;2500000;microempresarial
femenino;industria;fabricade;castilla;3;5;2018-05-21;2000000;microempresarial
femenino;servicio;comidasrapidas;san javier no.1;3;13;2019-02-18;8281000;microempresarial
femenino;comercio;variedades;villa del socorro;2;2;2019-04-01;7000000;microempresarial
femenino;comercio;tienda;manrique central no. 1;1;4;2016-09-20;6890000;microempresarial
femenino;agropecuaria;criaderodeanimales;cabecera san cristobal;2;60;2017-10-18;6000000;agropecuaria
femenino;comercio;restaurante;robledo;2;7;2018-10-29;7800000;microempresarial
femenino;comercio;criaderodeanimales;santo domingo savio ;2;1;2018-06-14;1000000;microempresarial
femenino;industria;fabricade;manrique central no. 1;1;4;2018-07-04;7000000;microempresarial
masculino;industria;fabricade;cabecera san cristobal;1;60;2018-04-25;2000000;microempresarial
masculino;servicio;hotelesmoteles;aranjuez;3;4;2018-05-11;7800000;microempresarial
masculino;comercio;charcuteria;el salvador;3;9;2017-08-30;5000000;microempresarial
femenino;comercio;comidasrapidas;san javier no.1;2;13;2018-05-08;1200000;microempresarial
femenino;servicio;fabricade;doce de octubre no.1;2;6;2018-07-31;7000000;microempresarial
masculino;comercio;ebanistaria;doce de octubre no.1;2;6;2018-03-23;4000000;microempresarial
femenino;comercio;almacenderopaen;manrique central no. 1;2;4;2018-05-15;5000000;microempresarial
femenino;industria;peluqueria;moravia;2;4;2017-02-07;3200000;microempresarial
femenino;industria;fabricade;castilla;3;5;2017-06-15;5000000;microempresarial
masculino;industria;variedades;pedregal;3;6;2017-12-11;23430000;empresarialed
femenino;industria;fabricade;la floresta;3;12;2016-03-04;5000000;microempresarial
femenino;servicio;tiendanaturista;popular;2;1;2017-03-01;7370000;microempresarial
femenino;comercio;comidasrapidas;barrio caicedo;1;9;2017-03-28;5000000;microempresarial
femenino;industria;fabricade;cabecera san antonio ;3;80;2016-11-09;4000000;microempresarial
masculino;servicio;cerrajeria;robledo;3;7;2016-10-20;6890000;microempresarial
